1304, 0
1621, 0
1919, 2
2147, 0
2492, 0
2770, 0
3087, 2
3247, 0
3707, 0
3985, 2
4245, 2
4508, 0
4781, 0
5056, 0
5335, 0
5651, 0
5974, 0
6243, 2
6502, 0
6764, 0
7046, 0
7340, 0
7634, 0
7923, 0
8223, 0
8500, 2
8757, 0
9025, 0
9306, 0
9604, 0
9914, 0
10210, 0
10487, 0
10765, 0
11032, 0
11303, 0
11585, 0
11878, 0
12181, 0
12478, 2
12663, 0
13018, 0
13287, 0
13569, 0
13852, 0
14144, 0
14440, 0
14728, 0
15006, 0
15276, 0
15542, 0
15835, 0
16144, 0
16447, 0
16745, 0
17022, 0
17292, 0
17554, 0
17824, 0
18099, 0
18403, 0
18708, 0
19002, 0
19284, 0
19556, 0
19840, 0
20131, 0
20423, 0
20720, 0
21027, 0
21302, 0
21562, 0
21823, 0
22091, 0
22386, 0
22692, 0
22991, 0
23273, 0
23547, 0
23806, 2
24058, 0
24326, 0
24605, 0
24911, 0
25274, 0
25558, 0
25821, 0
26094, 0
26361, 0
26631, 0
26914, 0
27206, 0
27509, 0
27792, 2
28048, 2
28204, 1
28319, 0
28586, 0
28871, 1
29090, 0
29450, 0
29728, 1
29878, 0
30248, 0
30492, 1
30657, 0
31016, 0
31305, 2
31498, 0
31857, 0
32107, 2
32346, 2
32581, 2
32827, 0
33082, 0
33341, 2
33548, 0
33970, 0
34232, 0
34492, 0
34755, 0
35035, 0
35318, 0
35608, 0
35890, 0
36184, 0
36465, 0
36729, 0
36988, 0
37251, 0
37536, 0
37826, 0
38108, 0
38373, 0
38641, 2
38889, 0
39139, 0
39395, 0
39664, 0
39950, 0
40259, 2
40410, 0
40827, 0
41097, 0
41376, 0
41658, 0
41941, 0
42247, 2
42400, 0
42879, 0
43152, 0
43423, 0
43722, 0
44020, 0
44325, 0
44637, 2
44791, 0
45227, 0
45498, 0
45773, 2
45909, 0
46385, 0
46695, 0
46999, 2
47144, 0
47549, 0
47820, 0
48097, 0
48379, 0
48670, 0
48987, 0
49268, 0
49522, 2
49767, 0
50030, 0
50301, 0
50595, 0
50895, 0
51191, 0
51486, 2
51626, 0
52025, 0
52286, 0
52550, 0
52839, 0
53128, 2
53370, 0
53680, 0
53939, 0
54199, 0
54451, 0
54720, 0
55003, 0
55295, 0
55595, 0
55882, 2
56012, 0
56448, 0
56735, 2
56937, 0
57355, 0
57654, 0
57950, 2
58092, 2
58258, 0
58711, 0
59004, 0
59297, 0
59582, 0
59870, 0
60140, 0
60404, 0
60671, 2
60841, 0
61250, 0
61558, 0
61874, 2
62110, 0
62466, 0
62734, 2
62916, 0
63309, 0
63593, 0
63904, 0
64217, 0
64502, 0
64778, 0
65050, 0
65342, 0
65650, 0
65964, 0
66290, 0
66605, 0
66891, 0
67165, 0
67448, 2
67593, 0
68074, 0
68378, 0
68667, 0
68949, 0
69214, 2
69351, 0
69743, 0
70022, 0
70309, 0
70596, 0
70865, 2
71116, 0
71366, 2
71528, 0
71875, 0
72133, 0
72403, 0
72674, 0
72938, 1
73111, 0
73424, 2
73659, 0
73911, 0
74161, 0
74421, 0
74674, 0
74937, 0
75187, 0
75435, 0
76350, 0
76771, 0
77061, 0
77354, 0
77630, 2
77900, 2
78170, 0
78444, 0
79040, 0
79341, 2
79515, 0
79880, 2
80134, 0
80412, 0
80693, 2
80839, 0
81273, 0
81572, 0
81847, 0
82103, 0
82361, 2
82506, 0
82920, 0
83222, 0
83517, 0
83794, 0
84072, 0
84339, 0
84608, 0
84885, 0
85182, 0
85497, 0
85820, 0
86114, 2
86253, 2
86422, 0
86934, 0
87230, 0
87526, 0
87818, 0
88112, 0
88390, 0
88656, 0
88918, 0
89208, 0
89498, 0
89790, 0
90075, 0
90352, 0
90611, 0
90869, 2
91120, 2
91259, 0
91641, 0
91927, 2
92075, 0
92465, 0
92715, 1
92844, 0
93212, 0
93476, 1
93622, 0
94042, 0
94349, 0
94648, 0
94910, 0
95178, 0
95448, 0
95742, 0
96054, 0
96362, 2
96517, 0
96987, 0
97269, 0
97553, 2
97722, 0
98180, 0
98503, 0
98816, 0
99106, 2
99248, 0
99681, 0
99964, 0
100259, 0
100559, 0
100880, 0
101176, 0
101454, 0
101739, 0
102035, 0
102334, 0
102638, 0
102944, 0
103256, 0
103539, 2
103796, 0
104062, 0
104355, 0
104648, 0
104952, 0
105257, 0
105542, 0
105829, 0
106110, 0
106396, 2
106572, 2
106762, 0
107319, 0
107623, 0
108176, 0
108460, 0
108732, 0
109008, 0
109301, 0
109598, 0
109870, 2
110120, 2
110381, 0
110651, 0
110945, 0
111254, 0
111558, 0
111874, 0
112171, 0
112447, 2
112587, 0
113063, 0
113597, 0
114089, 0
114374, 0
114660, 0
